#{"t_start": 1695258136.61003, "env_id": "UR5ObsReach-v1"}
r,l,t
-1719.281473,100,973.826617
-2060.787026,100,974.075499
-1449.73289,100,974.347915
-905.37741,4,984.558987
-1791.640365,42,984.637732
-2388.341034,100,984.865907
-1869.844878,39,984.93655
-2989.961944,100,985.119347
-2443.407661,100,985.332913
-2090.302466,100,985.564341
-1184.394983,15,985.593517
-866.818455,3,985.608161
-941.514255,100,985.822574
-1940.459551,100,996.36865
-2582.944624,100,996.56762
-1254.889696,100,996.80812
-2039.420073,100,997.012798
-1711.075575,100,997.199373
-1212.604917,100,997.398189
-1529.958489,100,997.666919
-1541.248537,35,997.742591
-853.856238,6,997.757964
-1100.613585,13,997.78544
-1977.219322,100,1008.291451
-1030.184329,10,1008.322376
-763.826406,2,1008.341688
-1476.199948,100,1008.614624
-2148.432237,100,1008.806141
-2280.919832,100,1009.042449
-98.215046,9,1009.070651
-221.772254,10,1009.106208
-1677.58831,100,1009.289577
-313.883837,15,1009.331298
-771.827973,4,1019.706534
-1355.741155,100,1019.934449
-871.311828,5,1019.95769
-2598.479424,100,1020.157027
-1753.28777,100,1020.329659
-929.874629,4,1020.338567
-804.328194,3,1020.353786
-2185.41235,100,1020.549315
-1783.369294,100,1020.790094
-2065.677125,100,1021.011917
-1908.95073,100,1031.564856
-1472.900583,27,1031.620701
-1290.525301,100,1031.791938
-109.316549,11,1031.827072
-874.690339,3,1031.849165
-2615.502785,100,1032.02772
-1791.770678,100,1032.2122
-2085.867078,90,1032.37641
-1536.636802,100,1032.559293
-1885.15717,100,1032.742655
-1038.900768,9,1043.116469
-1482.161529,100,1043.331757
-1873.868747,100,1043.499235
-999.783949,100,1043.699421
-1407.281274,24,1043.756955
-1314.137459,100,1044.01626
-1130.103717,100,1044.188754
-1691.61354,100,1044.404829
-2336.83781,100,1044.585916
-1376.623504,100,1044.771076
-768.836052,2,1055.13132
-1095.340944,100,1055.351484
-1108.842888,100,1055.54494
-1663.839381,100,1055.728599
-130.023692,7,1055.756578
-891.481894,3,1055.76828
-3182.009312,100,1055.962279
-824.463823,3,1055.984192
-2265.473394,100,1056.183887
-1508.851129,100,1056.365775
-812.557482,2,1066.791932
-1588.711393,100,1066.981954
-992.692319,100,1067.156536
-2275.815358,100,1067.339925
-1484.28661,100,1067.521799
-1732.697595,100,1067.705366
-1220.476007,100,1067.888745
-2202.910109,100,1068.132095
-826.305653,3,1068.144052
-1632.708624,100,1068.452803
-1062.65879,23,1078.555475
-1309.035833,100,1078.732935
-1843.18365,100,1079.006829
-89.086261,8,1079.027087
-1340.017927,100,1079.218599
-1014.727656,10,1079.250448
-1062.727218,100,1079.478059
-1693.891864,100,1079.750257
-2089.186486,100,1079.932216
-1387.065083,100,1080.115753
-1571.502777,100,1090.509287
-2446.740765,100,1090.6894
-1120.964196,13,1090.72828
-1033.46741,100,1090.911452
-1845.813939,100,1091.102452
-953.32076,100,1091.320315
-2529.436821,100,1091.508268
-2091.596712,100,1091.731172
-4712.423157,100,1091.912465
-1551.490283,100,1092.109226
-2297.881109,100,1102.582245
-1671.863164,100,1102.842961
-850.520416,3,1102.857285
-848.85605,14,1102.892497
-801.513604,3,1102.908173
-785.961757,100,1103.108071
-2028.330299,100,1103.344251
-1847.487742,100,1103.530697
-1075.335264,100,1103.717227
-2259.685286,100,1103.919221
-1231.112869,100,1114.351058
-1670.314583,100,1114.544731
-2390.773384,100,1114.738775
-1431.973118,100,1115.003432
-1114.381885,13,1115.033876
-1180.397631,18,1115.076723
-852.366217,3,1115.100711
-2797.575203,100,1115.301926
-1339.000684,100,1115.537763
-1136.172208,100,1115.715586
-2057.929134,100,1126.312783
-975.182432,9,1126.334744
-1963.723972,100,1126.511237
-2345.500286,100,1126.745434
-1657.308359,22,1126.791797
-2584.215728,80,1126.938658
-1228.656144,100,1127.143691
-915.386308,4,1127.161599
-2095.411573,100,1127.34021
-880.032966,4,1127.361885
-946.587329,9,1137.581768
-841.689033,4,1137.606628
-1373.463128,100,1137.801877
-880.934835,9,1137.831255
-791.509169,2,1137.850732
-1007.532396,10,1137.881695
-1790.838368,100,1138.168085
-1694.356673,100,1138.354163
-1559.393746,100,1138.531181
-982.526171,100,1138.716658
-1237.362721,100,1149.078529
-1208.848322,100,1149.267516
-193.803028,10,1149.291615
-995.2913,100,1149.540109
-1110.01809,10,1149.575111
-137.474897,10,1149.609369
-930.32607,100,1149.942596
-346.425832,36,1150.028851
-1126.101366,100,1150.277413
-1109.714541,10,1150.309094
-3901.811889,100,1160.656462
-2369.350109,100,1160.875093
-1290.25994,100,1161.047953
-754.950665,3,1161.071337
-1067.70203,100,1161.35675
-901.568728,100,1161.584244
-1711.396023,100,1161.832223
-1485.482371,100,1162.015169
-1567.691464,100,1162.213131
-1741.175284,100,1162.439176
-1790.795337,100,1172.776734
-2637.275255,100,1172.958027
-1860.028818,100,1173.239162
-1156.077196,100,1173.427465
-170.968798,9,1173.457547
-1915.851198,100,1173.627492
-1806.685676,100,1173.870856
-1039.215779,100,1174.097936
-348.288637,20,1174.153039
-125.302193,9,1174.182156
