#{"t_start": 1693881991.4190536, "env_id": "UR5ObsReach-v1"}
r,l,t
-1040.791767,7,680.404314
-125.061605,7,680.430976
-866.244686,6,680.445846
-972.550353,11,680.475828
-1015.880051,6,692.305759
-903.163628,10,692.329183
-961.314747,11,692.364065
-838.992335,7,692.396176
-943.859322,10,692.428618
-972.764304,10,692.465474
-1060.978941,10,692.499146
-874.497962,10,692.529121
-876.277458,7,692.556284
-1004.185353,10,692.57901
-932.797497,8,703.70891
-949.692749,10,703.745072
-148.468887,8,703.766878
-1000.359534,10,703.788371
-985.497561,10,703.833157
-104.519648,7,703.849431
-933.981601,11,703.874634
-886.150515,10,703.904896
-52.530202,6,703.931376
-980.940348,10,703.95592
-59.846074,7,715.624861
-936.173194,10,715.648263
-912.365868,7,715.680637
-945.337291,10,715.717563
-911.914209,6,715.742353
-900.596383,10,715.77554
-1226.408369,15,715.837882
-984.045965,10,715.939686
-1017.088234,10,715.96765
-894.211704,9,715.999332
-889.447418,6,727.790755
-998.885622,12,727.83551
-1242.838432,7,727.858666
-86.150989,5,727.882611
-898.845628,6,727.903369
-871.626572,10,727.925676
-219.810734,7,727.95468
-118.223604,7,727.969957
-90.240139,6,727.98446
-993.523355,10,728.008908
-930.415497,10,739.58695
-8.118868,5,739.608691
-911.7932,10,739.635649
-910.986274,8,739.667008
-695.327953,5,739.693358
-893.647402,11,739.720042
-903.736492,6,739.745599
-209.16318,7,739.763201
-979.416401,10,739.785718
-983.118744,10,739.820859
-943.864457,9,751.149121
-36.709439,7,751.174344
-883.043602,10,751.200286
-912.96127,9,751.232611
-912.947954,10,751.267999
-916.441817,10,751.29509
-911.029922,5,751.31951
-1021.018349,11,751.351791
-119.62727,7,751.372698
1.716195,5,751.385625
-922.248709,10,762.872951
-191.273975,7,762.900142
-193.622195,9,762.918344
-929.390423,10,762.956915
-1018.075389,11,762.992463
-900.725899,7,763.016885
-903.870953,6,763.03406
-213.199814,7,763.051512
-947.283525,10,763.090206
-1017.898514,10,763.122133
-126.742031,7,775.046285
-884.368353,7,775.09506
-866.199233,9,775.118473
-97.830173,7,775.145534
-1000.080933,7,775.188162
-1040.388823,11,775.221133
-172.474224,7,775.243185
-916.162436,10,775.267965
-960.719553,10,775.302906
-171.581379,6,775.328022
-933.322031,10,786.795537
-948.089584,9,786.830755
-870.713839,10,786.860975
-180.988087,6,786.884334
-1019.455791,10,786.912373
-859.513795,10,786.943574
-915.130715,10,786.97742
-176.904865,6,787.001436
-971.971559,11,787.028373
-870.32839,7,787.053097
-108.292076,5,798.576089
-898.93198,10,798.601983
-941.150299,10,798.63438
-893.911498,10,798.66943
-964.249559,9,798.700938
-903.126585,10,798.735916
-859.337917,6,798.761508
-58.881166,7,798.778534
-915.211686,10,798.803014
-907.398986,10,798.835399
-196.000217,6,810.539048
-959.013649,11,810.563289
-1055.293471,10,810.594079
-976.421155,10,810.62828
-983.405298,10,810.678017
-933.294415,10,810.712744
-83.458023,5,810.735373
-908.951937,8,810.761845
-945.782244,7,810.792025
-1003.254297,10,810.828385
-945.590673,8,822.651947
-1099.084726,15,822.705813
-858.286485,10,822.73778
-931.718444,12,822.775702
-1087.668176,12,822.810158
-1178.36675,16,822.85097
-1017.517155,10,822.872895
-960.559529,11,822.907589
-184.062012,7,822.936044
-897.162765,10,822.970981
-916.157393,6,834.51028
-943.999413,11,834.537052
-137.824987,5,834.560709
-942.613981,11,834.59997
-55.447162,5,834.623762
-101.386488,7,834.645386
-988.650786,10,834.669892
-947.983004,9,834.701688
-993.340703,10,834.736553
-952.363701,11,834.77344
-1205.099703,13,846.587968
-133.322903,7,846.620645
-959.297301,10,846.642204
-971.759245,10,846.677763
-113.625076,5,846.698165
-916.796935,10,846.727509
-921.369629,6,846.751306
-977.00584,10,846.776639
-866.409367,7,846.805288
-71.833733,6,846.836538
-994.559441,10,858.851729
-934.189431,11,858.886713
-1089.729815,10,858.920203
-104.846066,7,858.946176
-852.932529,10,858.970304
-1035.414333,10,859.001645
-117.661137,6,859.027203
-875.931934,6,859.044687
-856.413303,10,859.068432
-1641.862682,23,859.124631
-37.213961,6,870.621393
-4989.516972,100,870.902954
-292.92345,7,870.922459
-937.499004,11,870.946889
-1012.780334,11,870.98089
-950.207861,10,871.011365
-1514.096142,21,871.066612
-1054.097093,10,871.095104
-905.407218,11,871.132969
-1201.884079,17,871.173269
-52.859173,6,882.463113
-949.003647,10,882.488348
-887.607591,10,882.521371
-852.213637,10,882.554876
-94.076845,6,882.579418
-1006.976876,13,882.612942
-892.777576,10,882.638489
-916.071801,10,882.672984
-960.846714,15,882.711942
-1039.603626,12,882.740981
-95.478849,6,894.523304
-1024.508225,10,894.549473
-852.184459,7,894.575889
-76.554201,6,894.589642
-145.729145,7,894.608488
-77.906644,6,894.622887
-180.864438,7,894.64427
-757.242357,8,894.661229
-1041.833025,11,894.691432
-943.251266,6,894.709349
-886.78694,9,906.755598
-878.275869,10,906.791557
-885.169359,8,906.821921
-969.180595,5,906.852943
-130.354126,6,906.866416
-103.922298,7,906.885544
-121.756563,6,906.899835
-887.589222,6,906.921762
-1089.018748,16,906.97205
-855.973078,10,907.007874
-1024.647423,13,918.122281
-957.7469,11,918.1602
-107.294765,7,918.180099
-924.907193,11,918.202617
-986.46096,11,918.236208
-899.745209,9,918.264925
-1026.309529,10,918.303174
-156.309685,5,918.32546
-206.446594,8,918.346315
-1008.438366,10,918.369409
-144.718897,7,930.039428
-966.576514,9,930.060286
-101.664814,6,930.086643
-971.832054,7,930.105678
-27.772006,5,930.117357
-852.726784,6,930.137431
-167.466896,7,930.154773
-134.13426,6,930.170461
-1013.385906,16,930.205339
-208.519053,6,930.221118
-951.490534,13,942.512722
-924.877429,7,942.534161
-881.399906,5,942.55166
-945.542362,9,942.596161
-978.342891,11,942.624757
-39.652795,6,942.646893
-904.735735,10,942.673262
-5868.016506,100,942.926559
-957.76026,10,942.955978
-141.662514,5,942.978911
-957.310255,11,955.188148
-85.937314,7,955.212
-103.354134,5,955.239292
-1680.276466,11,955.27719
-877.887601,10,955.30112
-58.823776,6,955.325084
-146.075891,5,955.340621
-857.355159,7,955.360495
-31.706082,6,955.376667
-922.427502,9,955.402117
-977.194394,16,967.15309
-93.927494,5,967.168515
-114.680607,7,967.18965
-923.584754,10,967.228216
-113.819805,7,967.253523
-895.200922,8,967.276244
-866.186634,6,967.30331
-896.906034,6,967.319546
-858.403702,6,967.335187
-882.542906,5,967.350094
-1017.429887,12,978.692531
-887.001421,10,978.720121
-162.100042,8,978.748602
-96.081793,7,978.779598
-861.344493,8,978.798436
-1071.772712,15,978.838102
-1203.443706,15,978.877262
-901.323973,12,978.908052
-104.094912,7,978.929306
-157.427477,6,978.945152
-1150.6012,13,990.351981
-906.218699,8,990.375976
-59.583383,6,990.40704
-853.608225,8,990.424943
-58.462625,7,990.456559
-868.27813,7,990.477451
-954.838893,10,990.516358
-48.946571,5,990.536417
-915.88744,10,990.567921
-43.601753,6,990.588696
-990.904844,12,1002.176336
-807.046042,11,1002.207086
-1079.63835,9,1002.23712
-117.888449,6,1002.263114
-871.373363,7,1002.284812
-124.525079,7,1002.315611
-1255.33997,14,1002.344466
-884.870819,7,1002.365722
-856.085648,8,1002.384161
-97.845081,6,1002.396878
-132.689672,5,1013.905666
-970.156668,10,1013.935429
16.32937,6,1013.956951
-164.777128,7,1013.978076
-1721.744405,30,1014.058443
-870.510872,6,1014.073736
-869.221924,7,1014.095161
-878.857553,7,1014.127584
-998.723703,15,1014.157171
-141.75301,7,1014.17413
-947.584165,8,1026.258477
-881.065599,7,1026.286126
-911.769762,10,1026.308803
-1041.295494,6,1026.334452
-892.515963,8,1026.353315
-907.332873,14,1026.380609
-902.982948,10,1026.409471
-977.141931,12,1026.456799
-864.3929,8,1026.492613
-922.673055,12,1026.53715
-41.387901,7,1037.832477
-137.024124,5,1037.862293
-872.927172,7,1037.881258
-128.091774,5,1037.911315
-1265.430118,24,1037.990397
-50.691281,7,1038.01158
-106.330559,7,1038.027961
-106.912655,6,1038.043256
-884.299007,8,1038.065276
-934.497969,9,1038.101467
-1000.383073,10,1049.819709
-955.69998,13,1049.852149
-955.208878,6,1049.873471
-200.757994,8,1049.890409
-905.335791,9,1049.909008
-847.079275,5,1049.934625
-149.329437,7,1049.954557
-974.746675,6,1049.973258
-969.963331,6,1049.987433
-57.967764,7,1050.006523
-104.159248,4,1062.078937
-254.136023,7,1062.099958
-937.981339,7,1062.116986
-950.924655,15,1062.14688
-52.93187,7,1062.165428
-992.380537,10,1062.188199
-965.591045,11,1062.222645
-149.52379,5,1062.244844
-24.112895,5,1062.261843
-850.298918,8,1062.284322
-133.035996,7,1074.161619
-972.143361,9,1074.196131
-130.705696,7,1074.224976
-941.41027,9,1074.24518
-1278.475847,14,1074.29843
-24.900064,5,1074.322015
-65.918495,5,1074.338107
-1020.098847,11,1074.372448
-901.6593,13,1074.411156
-879.351598,10,1074.434437
-908.007842,10,1086.30966
-1082.903286,16,1086.356131
-861.615968,7,1086.387215
-42.950428,5,1086.400997
-979.8974,16,1086.433438
-861.950307,10,1086.459681
-155.122394,8,1086.48818
-992.117844,10,1086.513336
-903.287725,8,1086.54505
-258.75243,8,1086.57213
-161.092747,6,1098.326949
-846.855046,11,1098.352697
-911.615963,6,1098.379623
-844.108406,6,1098.393792
-910.454728,10,1098.418393
-871.559404,7,1098.447936
-189.411699,7,1098.461508
-911.264468,7,1098.479784
-963.396012,10,1098.501146
-1024.461122,11,1098.536549
-956.326907,12,1110.223884
-79.073824,6,1110.238541
-896.584532,9,1110.261058
-115.617287,7,1110.290616
-184.319052,7,1110.307667
-865.062592,8,1110.328624
-168.723196,8,1110.361114
-229.008539,8,1110.391711
-97.191315,5,1110.419466
-977.778924,8,1110.448784
-869.503319,7,1122.233661
-62.224876,7,1122.249942
-39.365084,6,1122.264693
-884.110754,6,1122.284159
-908.18492,11,1122.31033
-153.055107,8,1122.335541
-970.797424,6,1122.36579
-958.621773,6,1122.386935
-922.620716,10,1122.43942
-59.872488,6,1122.46542
-1002.281971,10,1135.504481
-15.375579,6,1135.527418
-960.351669,10,1135.556732
-929.521604,6,1135.579173
-107.152769,7,1135.599609
-993.901396,10,1135.64009
-995.173632,8,1135.678757
-656.276785,5,1135.692129
-951.752546,11,1135.723782
-834.069897,4,1135.744227
-154.906467,8,1148.996268
-893.879478,10,1149.035221
-988.447296,13,1149.071956
-152.837074,8,1149.091817
-982.473733,11,1149.132318
-26.461081,7,1149.160873
-143.046486,6,1149.187668
-147.103085,5,1149.201619
-878.314774,7,1149.222984
-993.9332,15,1149.257543
-168.975319,8,1161.900022
-141.130869,5,1161.911369
-842.347647,11,1161.943299
-890.840883,8,1161.967756
-941.418586,16,1162.015043
-144.483379,7,1162.033128
-880.684741,7,1162.050261
-901.533081,10,1162.073244
-935.883379,12,1162.107569
-893.107489,9,1162.135833
-941.353296,10,1174.251481
-885.38236,8,1174.277077
-923.296632,7,1174.292321
-922.839554,9,1174.319292
-209.748102,7,1174.348373
-858.25216,7,1174.376213
-1020.491022,7,1174.394282
-894.494862,6,1174.409978
