#{"t_start": 1684835054.7685816, "env_id": "UR5OriReach-v1"}
r,l,t
-403.71817,100,786.218647
-1271.828308,100,786.419119
-747.755232,100,786.6675
-1413.277823,100,786.865265
-704.68935,100,787.052684
-295.265625,100,787.401276
-1109.092863,100,787.584102
-590.414575,100,787.756733
-1145.24016,100,788.058203
-765.723503,100,805.561597
-551.315878,100,805.75408
-1111.019768,100,806.001119
-264.074678,100,806.186043
-1168.500507,100,806.433978
-355.640686,100,806.599528
-987.967967,100,806.825863
-292.453622,100,807.029498
-740.061704,100,807.234514
-121.15884,100,807.414911
-1399.397557,100,824.787847
-1241.125779,100,824.962768
-399.588306,100,825.157327
-397.387015,100,825.318182
-1145.224099,100,825.511623
-1209.010202,100,825.7183
-637.607804,100,825.940626
-882.718967,100,826.107466
-714.843461,100,826.283683
-387.258852,100,826.465539
-1241.951882,100,843.717103
-1077.1094,100,843.896401
-363.021757,100,844.062736
-1255.744322,100,844.26567
-939.852429,100,844.482661
-259.965717,100,844.673117
-316.674671,100,844.832765
-252.440602,100,845.007999
-1431.742327,100,845.182705
-1293.371512,100,845.496006
-339.093791,100,862.919755
-1207.991192,100,863.088518
-632.165939,100,863.25971
-1363.154138,100,863.555192
-578.070271,100,863.726947
-1161.04781,100,863.903813
-664.099365,100,864.094008
-1341.038243,100,864.278762
-1450.647974,100,864.463826
-890.825505,100,864.664138
-311.131049,100,882.200725
-1238.298172,100,882.379033
-1136.846437,100,882.554444
-1266.882075,100,882.858563
-719.609654,100,883.03423
-1274.493017,100,883.221311
-832.030224,100,883.37453
-1226.449264,100,883.640002
-442.121982,100,883.802293
-742.17259,100,883.971565
-1266.457558,100,901.619012
-490.121897,100,901.901631
-1502.687951,100,902.113433
-163.544153,100,902.349028
-877.124648,100,902.537409
-1324.072376,100,902.752219
-605.266418,100,902.916681
-337.138,100,903.106047
-1107.463778,100,903.27396
-1412.943051,100,903.444947
-1208.741332,100,920.906146
-460.813171,100,921.108218
-564.910953,100,921.289735
-1191.946945,100,921.60714
-1259.260196,100,921.800748
-1099.312149,100,921.978701
-1162.583861,100,922.291715
-1418.054384,100,922.561401
-1042.827322,100,922.890105
-324.114691,100,923.073986
-278.496562,100,940.699056
-1383.56721,100,940.986512
-364.887627,100,941.148417
-1260.904511,100,941.338458
-906.724913,100,941.497603
-721.69237,100,941.676709
-1313.380903,100,941.901033
-1178.893725,100,942.093511
-1406.980157,100,942.274183
-1085.183969,100,942.567401
-1147.570012,100,960.127823
-279.215356,100,960.296299
-355.797565,100,960.613336
-443.709568,100,960.796025
-199.452538,100,960.968396
-1234.257824,100,961.153496
-1232.715333,100,961.328071
-1297.402966,100,961.508548
-859.206392,100,961.703479
-1309.158099,100,961.941804
-1332.150489,100,979.600157
-1210.146346,100,979.779811
-899.39085,100,979.95264
-944.288585,100,980.128618
-1069.845824,100,980.314247
-993.911963,100,980.494171
-978.081246,100,980.675873
-460.192653,100,980.851674
-893.901528,100,981.024896
-333.056192,100,981.208349
-907.724754,100,998.778504
-1004.915874,100,999.010843
-744.173429,100,999.194843
-745.291902,100,999.379989
-274.902905,100,999.545498
-210.321082,100,999.723727
-1272.352691,100,999.917308
-1278.281719,100,1000.087411
-448.769588,100,1000.242127
-476.854015,100,1000.420949
-1131.548834,100,1018.196908
-1286.281563,100,1018.379245
-1015.666352,100,1018.546558
-1343.42424,100,1018.802546
-650.052877,100,1018.979697
-895.415401,100,1019.1778
-1086.835023,100,1019.35143
-1353.094214,100,1019.531064
-1446.311805,100,1019.716799
-1377.745386,100,1019.880832
-1266.658878,100,1037.598078
-329.780301,100,1037.76718
-341.308225,100,1037.931632
-1338.409064,100,1038.235172
-645.626073,100,1038.413794
-1502.906473,100,1038.755949
-1163.675614,100,1038.948123
-524.118379,100,1039.12489
-1374.676826,100,1039.314777
-1415.651484,100,1039.490124
-287.783976,100,1057.188263
-378.175755,100,1057.419331
-1310.686145,100,1057.622133
-1307.626856,100,1057.808465
-1052.81706,100,1057.992703
-1016.028871,100,1058.172555
-969.87,100,1058.360673
-1224.571602,100,1058.531661
-640.115046,100,1058.709467
-1043.26454,100,1058.970618
-283.084663,100,1077.077237
-1293.583232,100,1077.424484
-272.623341,100,1077.649501
-1120.898788,100,1077.828607
-302.624964,100,1078.005787
-540.045013,100,1078.178258
-427.500392,100,1078.365326
-1079.095814,100,1078.534441
-1463.11725,100,1078.784671
-1500.893973,100,1079.090776
-1061.873592,100,1096.883021
-1537.222025,100,1097.063358
-1082.34514,100,1097.271814
-612.912997,100,1097.450656
-968.108065,100,1097.613876
-1678.775208,100,1097.929249
-507.197787,100,1098.101145
-1401.519749,100,1098.283027
-223.778851,100,1098.452682
-446.412859,100,1098.627772
-739.335014,100,1116.545605
-1232.330578,100,1116.81459
-270.120126,100,1117.032988
-554.937964,100,1117.24311
-724.829868,100,1117.420045
-294.933241,100,1117.593899
-412.294034,100,1117.773525
-1052.440393,100,1117.962062
-1075.642697,100,1118.126216
-1023.7292,100,1118.317677
-1041.607582,100,1135.994889
-1041.921031,100,1136.17238
-929.018037,100,1136.373064
-985.965409,100,1136.556173
-473.689355,100,1136.774363
-546.20415,100,1136.954874
-1058.997093,100,1137.25186
-1277.099051,100,1137.507959
-1150.726062,100,1137.682602
-1137.256521,100,1137.860718
-997.442509,100,1156.085277
-442.296212,100,1156.273049
-286.860658,100,1156.513776
-1172.496741,100,1156.711345
-489.106809,100,1156.894633
-1391.361451,100,1157.057768
-1529.234492,100,1157.227212
-1330.452948,100,1157.487891
-1335.734282,100,1157.681749
-1331.811884,100,1157.90848
-1257.950558,100,1176.291526
-1343.99943,100,1176.467609
-595.941739,100,1176.641227
-1414.145545,100,1176.831649
-1106.491039,100,1177.017899
-1304.07482,100,1177.250928
-198.916375,100,1177.407976
-167.626928,100,1177.605777
-1322.502746,100,1177.793561
-313.078026,100,1178.009158
-1036.401844,100,1195.87535
-1390.379693,100,1196.061992
-1192.52948,100,1196.265488
-275.013553,100,1196.527563
-1036.594035,100,1196.721953
-1532.298952,100,1196.91283
-1281.956672,100,1197.083499
-1160.363999,100,1197.29037
-560.288695,100,1197.475411
-526.285369,100,1197.669143
-938.600383,100,1215.674071
-767.178801,100,1215.910869
-632.876962,100,1216.078272
-783.808964,100,1216.251144
-1330.880436,100,1216.425749
-531.509323,100,1216.599657
-1086.231612,100,1216.773281
-331.378464,100,1216.951978
-1492.275907,100,1217.127516
-1496.44425,100,1217.294303
-652.315012,100,1235.441694
-347.987101,100,1235.635339
-744.602713,100,1235.822492
-1439.201298,100,1236.004142
-1138.535575,100,1236.179574
-394.873883,100,1236.37717
-919.169585,100,1236.562532
-1154.489256,100,1236.738166
-690.753204,100,1236.935023
-1045.566472,100,1237.108135
-1209.12332,100,1255.171785
-462.975764,100,1255.350585
-473.017982,100,1255.530631
-541.486513,100,1255.699062
-1070.204888,100,1255.955315
-728.223022,100,1256.176471
-481.500337,100,1256.343322
-577.774326,100,1256.538366
-775.220746,100,1256.724526
-972.842445,100,1256.908533
-435.563278,100,1275.160024
-463.556421,100,1275.329001
-544.45797,100,1275.496718
-913.596461,100,1275.722353
-857.339898,100,1275.891832
-372.674446,100,1276.073843
-1170.839201,100,1276.236147
-854.276062,100,1276.419175
-957.623604,100,1276.59676
-1311.69523,100,1276.763514
-1023.737754,100,1295.010195
-890.230783,100,1295.232701
-202.117395,100,1295.400637
-520.534263,100,1295.562682
-1109.279246,100,1295.739063
-560.192853,100,1295.937954
-835.323844,100,1296.126851
-554.498297,100,1296.31105
-360.078254,100,1296.494655
-799.463559,100,1296.681169
-347.815115,100,1314.915662
-218.234786,100,1315.075732
-514.327886,100,1315.261033
-820.723152,100,1315.429238
-529.06546,100,1315.597202
-1101.521992,100,1315.783222
-1338.345602,100,1315.960559
-1173.40321,100,1316.144293
-698.993865,100,1316.32623
-586.502225,100,1316.506263
-1014.499498,100,1334.673324
-828.99864,100,1334.861536
-724.047686,100,1335.114956
-1476.674761,100,1335.372044
-960.038145,100,1335.546294
-400.474123,100,1335.782645
-1326.325852,100,1335.952818
-855.100521,100,1336.144311
-1163.487335,100,1336.313359
-268.433573,100,1336.481112
-205.414245,100,1354.782977
-1517.860343,100,1354.968095
-1177.905214,100,1355.1734
-1096.373908,100,1355.360197
-1143.259966,100,1355.52645
-1578.577293,100,1355.707203
-420.377469,100,1355.884332
-497.06232,100,1356.057631
-1369.834153,100,1356.273632
-467.625107,100,1356.44047
-1414.064342,100,1374.641719
-450.18911,100,1374.820246
-851.495166,100,1375.011598
-1024.939118,100,1375.178984
-1244.705628,100,1375.358811
-586.278593,100,1375.540583
-934.276998,100,1375.712976
-1324.332978,100,1375.881014
-545.313554,100,1376.07148
-977.060689,100,1376.25978
-648.693533,100,1394.727164
-946.172665,100,1394.905006
-569.924059,100,1395.084319
-724.749649,100,1395.245686
-1068.389817,100,1395.412725
-520.802214,100,1395.58495
-792.308841,100,1395.774323
-650.923987,100,1395.947964
-617.573384,100,1396.132701
-1242.557835,100,1396.30642
-1334.119885,100,1414.820346
-1050.61426,100,1414.995608
-1212.555324,100,1415.185707
-178.73782,100,1415.355309
-1198.454123,100,1415.548451
-1213.737032,100,1415.721127
-441.268281,100,1415.904295
-459.737872,100,1416.079381
-358.110731,100,1416.244834
-139.667051,100,1416.41282
-797.041218,100,1434.573124
-480.122661,100,1434.853961
-801.326733,100,1435.040357
-1176.495305,100,1435.251604
-1491.380486,100,1435.442332
-1153.33129,100,1435.652923
-1088.05825,100,1435.851205
-608.053655,100,1436.021274
-1294.503476,100,1436.247797
-1325.743847,100,1436.448289
-413.819251,100,1454.878492
-410.269884,100,1455.056774
-1030.866601,100,1455.220579
-930.901103,100,1455.427423
-1454.102086,100,1455.609237
-1199.635867,100,1455.804703
