#{"t_start": 1697154361.7071033, "env_id": "UR5DynReach-v1"}
r,l,t
-821.118054,100,104.859537
-872.532323,100,105.036903
-1299.659363,100,105.223265
-173.318918,27,105.279503
-1127.621248,100,105.456918
-1252.719085,100,105.638822
-165.06851,8,105.665841
-202.839006,10,105.685838
-89.370201,7,105.71463
-113.113483,7,105.730651
-140.235203,10,105.752991
-1134.412887,100,105.95606
-121.495495,10,105.987467
-167.932369,10,106.019771
-813.607856,12,106.058881
-157.676472,8,106.083966
-225.650892,25,106.143686
-923.215875,100,106.325831
-193.217753,8,106.350501
-941.798956,100,106.540069
-1102.941498,100,106.724572
-1135.790321,100,106.909828
-120.13117,9,106.936604
-357.883198,19,106.986787
-396.167391,26,107.048846
-59.129285,14,107.078255
-926.18344,100,107.261499
-897.420739,100,107.441717
-144.547921,9,107.468024
-154.434592,9,107.484544
-891.621798,100,107.638503
-117.393139,7,107.664861
-1273.575573,100,107.83182
-153.175014,18,107.866883
-189.834884,8,107.883372
-289.271597,12,107.90715
-421.857828,31,107.968992
-719.691152,100,108.144883
-793.233477,6,108.165011
-199.604762,10,116.830715
-328.560953,27,116.891943
-140.499117,9,116.91234
-1380.18201,100,117.107098
-1894.059993,100,117.27924
-270.370126,13,117.320728
-150.02803,27,117.379333
-84.27942,7,117.407973
-930.817995,100,117.592674
-53.394162,6,117.60492
-196.614005,9,117.627389
-121.644042,9,117.660991
-7.259343,7,117.691442
-157.397692,16,117.722775
-136.988864,8,117.742548
-891.448795,100,117.921449
-113.017819,9,117.946898
-96.818758,8,117.975944
-867.793876,100,118.156674
-977.315585,100,118.360125
-139.40483,7,118.375218
-1589.575325,100,118.556865
-260.371871,10,118.582319
-236.192724,10,118.615493
-305.485594,27,118.676602
-47.961067,8,118.69291
-287.386383,30,118.747519
-26.230509,11,118.782419
-38.528142,6,118.806915
-86.172972,11,118.835714
-118.786392,7,118.858991
-161.129852,27,118.909019
-103.329876,8,118.927879
-2339.344523,100,119.098363
-777.807779,100,119.280415
-69.221696,6,119.30665
-335.83736,27,119.3602
-216.76766,9,119.37761
-1007.525829,100,119.544474
-833.616395,3,119.553191
-868.781428,15,119.590201
-95.610466,12,119.617414
-246.786668,27,119.677286
-1057.555094,100,119.860064
-70.595634,7,119.875358
-152.683676,11,119.899156
-131.28561,7,119.926409
-129.02699,14,119.954117
-257.766915,12,119.9845
-51.119415,9,120.011766
-909.754365,8,120.028929
-1061.709041,100,120.212113
-216.550149,27,120.260171
-1121.982794,100,120.419336
-940.681493,100,120.592298
-223.135222,17,120.625619
-189.614876,11,120.648304
-408.887572,26,120.708074
-285.121822,15,120.738064
-122.774085,7,120.759183
-776.515632,3,120.771346
-658.570585,100,120.945135
-818.843579,3,120.955
-1276.025589,100,121.126294
-204.299841,7,121.143054
-382.279832,28,121.192852
-104.445483,8,121.210934
-107.057893,7,121.225674
-56.574813,7,121.242835
-2372.134241,100,121.408171
-49.036452,6,121.425241
-105.382922,6,121.441512
-314.850109,28,121.491504
-849.50994,3,121.505331
-53.070979,8,121.527952
-142.852183,9,121.546114
-90.822282,7,121.559848
-79.273237,8,121.578343
-1008.705311,100,121.737116
-857.554124,100,121.919354
-172.717337,10,121.947868
-1615.599164,100,122.125407
-892.803584,100,122.299841
-1169.152154,100,122.475867
-861.860479,100,122.64864
-238.439218,15,122.69078
-837.777719,100,122.859246
-1123.293089,100,123.02152
-12.785976,6,123.04303
-243.371688,8,123.062546
-158.423997,7,123.077597
-82.847363,6,123.093294
-414.822418,29,123.144875
-340.603693,27,123.19307
-152.632732,7,123.211194
-139.247167,8,123.22971
-1075.361299,23,123.270666
-166.092957,8,123.296621
-115.180342,7,123.31106
-181.425599,10,123.341598
-1608.545253,100,132.326694
-62.127833,6,132.351152
-361.378702,17,132.385935
-141.862662,15,132.415884
-1026.566449,100,132.578042
-1064.152534,100,132.750808
-1112.109375,100,132.927096
-1224.987159,100,133.108914
-1116.419232,100,133.293805
-172.87227,28,133.355531
