#{"t_start": 1695187051.7175174, "env_id": "UR5DynReach-v1"}
r,l,t
-786.101944,3,731.764664
-959.470881,5,731.785326
-862.856157,5,731.80262
-827.681131,3,731.815541
-983.610008,5,731.835662
-906.804033,6,731.854263
-951.812767,6,731.87175
-804.801147,4,741.90914
-959.40099,5,741.928085
-952.950248,5,741.944143
-902.193212,3,741.957006
-986.105248,5,741.977628
-1034.948973,5,741.994433
-922.005991,5,742.010983
-832.475713,5,742.028583
-934.685044,3,742.042684
-836.093273,3,742.057536
-859.470337,3,752.250567
-859.554687,5,752.272208
-933.865397,6,752.288959
-1016.912092,6,752.306769
-936.633311,5,752.32075
-999.837078,5,752.337768
-1025.914452,6,752.355616
-1055.34658,6,752.374266
-944.528849,5,752.387053
-923.363867,3,752.399774
-892.408868,5,762.546041
-862.956867,3,762.558498
-820.751555,3,762.576069
-896.84737,5,762.596242
-930.766687,5,762.613294
-996.392849,5,762.630184
-862.40055,3,762.642282
-850.56226,3,762.65927
-812.622827,4,762.677231
-755.091187,3,762.692455
-838.569348,3,772.985523
-857.256383,3,773.001793
-1052.966109,5,773.022932
-764.019921,3,773.034959
-779.465155,3,773.051939
-857.772047,5,773.073061
-923.768398,5,773.087794
-943.043242,5,773.106212
-811.334069,3,773.119609
-1002.495932,6,773.140356
-1027.442323,6,783.287142
-889.712894,4,783.312768
-784.38787,3,783.327636
-855.785795,5,783.347925
-911.064222,4,783.362216
-926.680954,3,783.380051
-916.349939,3,783.397087
-1026.718963,6,783.416224
-884.18073,3,783.426356
-776.858162,3,783.443435
-919.995726,6,793.442055
-878.576278,6,793.456773
-933.125462,5,793.472542
-838.416965,3,793.485382
-962.354538,6,793.508311
-933.851902,6,793.523932
-803.92809,4,793.536703
-796.187093,3,793.552229
-1007.190679,5,793.572168
-926.463272,6,793.591235
-776.386023,3,803.728625
-792.298849,3,803.745211
-868.992072,5,803.764971
-991.969813,3,803.778392
-894.121276,5,803.79784
-1071.729515,5,803.814282
-880.283859,6,803.834761
-974.622051,5,803.848223
-944.732294,6,803.865832
-859.409847,5,803.881037
-1105.060092,6,814.008836
-882.24183,5,814.022906
-1021.058467,6,814.041479
-969.055634,5,814.057717
-898.307866,5,814.073812
-844.347794,3,814.087164
-935.679083,6,814.111768
-907.656625,5,814.140632
-836.438913,3,814.153368
-807.006255,3,814.17049
-1072.710855,6,824.217067
-935.252274,5,824.231644
-921.187682,5,824.249584
-987.582873,5,824.265157
-871.398177,3,824.277659
-858.761791,3,824.294205
-1052.7131,7,824.31907
-853.377935,5,824.333643
-924.533486,4,824.346474
-891.978874,6,824.367299
-987.976388,7,834.475917
-836.156826,3,834.486582
-939.874725,5,834.506542
-926.213552,3,834.520374
-949.867038,5,834.539643
-899.67304,5,834.556854
-913.112361,6,834.575461
-949.356982,5,834.590024
-921.682917,6,834.610512
-849.450407,4,834.621758
-972.932251,3,844.861503
-922.672335,5,844.881972
-782.424968,3,844.89588
-854.662222,3,844.910986
-897.690249,3,844.928465
-867.824576,3,844.944491
-905.393028,3,844.96095
-939.435673,6,844.984286
-949.914803,5,844.999491
-976.479578,5,845.015128
-926.94941,5,855.058206
-964.088214,6,855.075534
-899.269472,5,855.092856
-727.393038,3,855.10342
-801.513304,3,855.120168
-849.646641,3,855.137166
-910.024693,7,855.161327
-760.83726,3,855.170565
-1014.610831,6,855.193157
-933.610332,5,855.208274
